Indicator ID,Indicator Name,Display Name,Dataset,Value Type Slug,Value Type Descriptor,Units,Rank 1,Category 1 - slug,Category 1.1,Category 1.2,Category 1.3,Category 1.4,Category 1.5,Rank 2,Category 2 - slug,Category 2.1,Category 2.2,Category 2.3,Category 2.4,Category 2.5,Rank 3,Category 3 - slug,Category 3.1,Category 3.2,Category 3.3,Category 3.4,Category 3.5,Rank 4,Category 4 - slug,Category 4.1,Category 4.2,Category 4.3,Category 4.4,Category 4.5
BTI16,BTI16,Conflict intensity,BTI,Total,Total,Count,3.03,hb10571f4,Security,Violent Conflict,Other,Conflict intensity,,,,,,,,,,,,,,,,,,,,,,
BTI17,BTI17,Consensus on goals,BTI,Total,Total,Count,4.127,he34648a3,Public Sector Management,Administrative and Policymaking Capacity,Other,Consensus on goals,,,,,,,,,,,,,,,,,,,,,,
BTI2,BTI2,Antidemocratic actors,BTI,Total,Total,Count,3.02,h21f8a65b,Security,Police and Military,Other,Antidemocratic actors,,,,,,,,,,,,,,,,,,,,,,
BTI30,BTI30,Education policy  R&D,BTI,Total,Total,Count,4.5,ha31fec54,Public Sector Management,Administrative and Policymaking Capacity,Other,Education policy  R&D,,,,,,,,,,,,,,,,,,,,,,
BTI31,BTI31,Effective power to govern,BTI,Total,Total,Count,4.26,h0c3e151d,Public Sector Management,Administrative and Policymaking Capacity,Other,Effective power to govern,,,,,,,,,,,,,,,,,,,,,,
BTI32,BTI32,Effective use of support,BTI,Total,Total,Count,4.638,h1ef22cd4,Public Sector Management,Administrative and Policymaking Capacity,Other,Effective use of support,,,,,,,,,,,,,,,,,,,,,,
BTI33,BTI33,Efficient use of assets,BTI,Total,Total,Count,3.01,h969af23a,Public Sector Management,Public Expenditure Management,Other,Efficient use of assets,,,,,,,,,,,,,,,,,,,,,,
BTI34,BTI34,Environmental policy,BTI,Total,Total,Count,4.364,h1d9dff31,Public Sector Management,Administrative and Policymaking Capacity,Other,Environmental policy,,,,,,,,,,,,,,,,,,,,,,
BTI35,BTI35,Equal opportunity,BTI,Total,Total,Count,3.03,h4b87570a,General Governance,General Governance,Other,Equal opportunity,,,,,,,,,,,,,,,,,,,,,,
BTI37,BTI37,Free and fair elections,BTI,Total,Total,Count,2.01,h7a147898,Political Accountability,Elections,Other,Free and fair elections,,,,,,,,,,,,,,,,,,,,,,
BTI38,BTI38,Freedom of expression,BTI,Total,Total,Count,3.06,h168e05e8,Citizen Engagement,Freedom of Expression,Other,Freedom of expression,,,,,,,,,,,,,,,,,,,,,,
BTI4,BTI4,Antimonopoly policy,BTI,Total,Total,Count,2.08,hced63704,Private Sector Interface,Regulation of Entry,Other,Antimonopoly policy,,,,,,,,,,,,,,,,,,,,,,
BTI41,BTI41,Independent judiciary,BTI,Total,Total,Count,1.01,h75036381,Checks and Balances,Judiciary System,Other,Independent judiciary,,,,,,,,,,,,,,,,,,,,,,
BTI42,BTI42,Interest groups,BTI,Total,Total,Count,4.3260000000000005,h189f572e,Citizen Engagement,Civil Society Participation,Other,Interest groups,,,,,,,,,,,,,,,,,,,,,,
BTI43,BTI43,International Cooperation,BTI,Total,Total,Count,4.1610000000000005,hf6dd00d5,Public Sector Management,Administrative and Policymaking Capacity,Other,International Cooperation,,,,,,,,,,,,,,,,,,,,,,
BTI49,BTI49,Management Performance,BTI,Total,Total,Count,4.526,hbb817a74,Public Sector Management,Administrative and Policymaking Capacity,Other,Management Performance,,,,,,,,,,,,,,,,,,,,,,
BTI5,BTI5,Approval of democracy,BTI,Total,Total,Count,1.01,h50c47d6a,Trust,Trust in Government,Other,Approval of democracy,,,,,,,,,,,,,,,,,,,,,,
BTI57,BTI57,Marketbased competition,BTI,Total,Total,Count,4.188,h7765811f,Private Sector Interface,Regulation of Entry,Other,Marketbased competition,,,,,,,,,,,,,,,,,,,,,,
BTI58,BTI58,Monopoly on the use of force,BTI,Total,Total,Count,3.04,h372b0f59,Security,Police and Military,Other,Monopoly on the use of force,,,,,,,,,,,,,,,,,,,,,,
BTI59,BTI59,No interference of religious dogmas,BTI,Total,Total,Yes/No,4.3919999999999995,h5f5193c3,Citizen Engagement,Freedom of Expression,Other,No interference of religious dogmas,,,,,,,,,,,,,,,,,,,,,,
BTI6,BTI6,Association  assembly rights,BTI,Total,Total,Count,4.3069999999999995,h23023866,Citizen Engagement,Civil Society Participation,Other,Association  assembly rights,,,,,,,,,,,,,,,,,,,,,,
BTI60,BTI60,Organization of the Market and Competition,BTI,Total,Total,Count,4.092,h2035e648,Private Sector Interface,Regulation of Entry,Other,Organization of the Market and Competition,,,,,,,,,,,,,,,,,,,,,,
BTI62,BTI62,Party system,BTI,Total,Total,Count,2.04,hcc6b8bad,Political Accountability,Political Parties,Other,Party system,,,,,,,,,,,,,,,,,,,,,,
BTI63,BTI63,Performance of democratic institutions,BTI,Total,Total,Count,3.06,he191413a,General Governance,General Governance,Other,Performance of democratic institutions,,,,,,,,,,,,,,,,,,,,,,
BTI64,BTI64,Policy coordination,BTI,Total,Total,Count,4.378,h7fdbf4f7,Public Sector Management,Administrative and Policymaking Capacity,Other,Policy coordination,,,,,,,,,,,,,,,,,,,,,,
BTI65,BTI65,Policy learning,BTI,Total,Total,Count,4.0569999999999995,hcfcbd345,Public Sector Management,Administrative and Policymaking Capacity,Other,Policy learning,,,,,,,,,,,,,,,,,,,,,,
BTI66,BTI66,Political Participation,BTI,Total,Total,Count,1.01,h7a7bb8c9,Political Accountability,Political Parties,Other,Political Participation,,,,,,,,,,,,,,,,,,,,,,
BTI67,BTI67,Political and Social Integration,BTI,Total,Total,Count,3.04,h0dc7bfd0,General Governance,General Governance,Other,Political and Social Integration,,,,,,,,,,,,,,,,,,,,,,
BTI69,BTI69,Private Property,BTI,Total,Total,Count,4.253,h46cb6e42,Private Sector Interface,Property Rights,Other,Private Property,,,,,,,,,,,,,,,,,,,,,,
BTI7,BTI7,BTI Stateness & Rule of Law,BTI,Total,Total,Count,2.02,hebbd191d,Political Accountability,Elections,Other,BTI Stateness & Rule of Law,,3.03,hebbd191d,General Governance,General Governance,Other,BTI Stateness & Rule of Law,,.,,,,,,,,,,,,,
BTI70,BTI70,Private enterprise,BTI,Total,Total,Count,1.02,pri.ent,Private Sector Interface,Permits and Licenses,Other,Private enterprise,,,,,,,,,,,,,,,,,,,,,,
BTI71,BTI71,Property rights,BTI,Total,Total,Count,3.02,pri.sect.prop,Private Sector Interface,Property Rights,Other,Property rights,,,,,,,,,,,,,,,,,,,,,,
BTI72,BTI72,Prosecution of office abuse,BTI,Total,Total,Count,1.02,hc6c9ff71,Checks and Balances,Judiciary System,Other,Prosecution of office abuse,,,,,,,,,,,,,,,,,,,,,,
BTI76,BTI76,Regional cooperation,BTI,Total,Total,Count,4.098,h9c9f2d30,Public Sector Management,Administrative and Policymaking Capacity,Other,Regional cooperation,,,,,,,,,,,,,,,,,,,,,,
BTI77,BTI77,Resource Efficiency,BTI,Total,Total,Count,4.4719999999999995,h62ef0757,Public Sector Management,Public Expenditure Management,Other,Resource Efficiency,,,,,,,,,,,,,,,,,,,,,,
BTI78,BTI78,Rule of Law,BTI,Total,Total,Count,3.08,h02f9cb8c,General Governance,General Governance,Other,Rule of Law,,,,,,,,,,,,,,,,,,,,,,
BTI84,BTI84,Separation of powers,BTI,Total,Total,Count,2.01,h663779c8,Checks and Balances,Judiciary System,Other,Separation of powers,,1.02,h663779c8,Checks and Balances,Legislative System,Other,Separation of powers,,.,,,,,,,,,,,,,
BTI85,BTI85,Social capital,BTI,Total,Total,Count,2.04,h6917c7d8,Trust,Trust in Government,Other,Social capital,,,,,,,,,,,,,,,,,,,,,,
BTI86,BTI86,Social safety nets,BTI,Total,Total,Count,4.505,h44e95e74,Public Sector Management,Administrative and Policymaking Capacity,Other,Social safety nets,,,,,,,,,,,,,,,,,,,,,,
BTI87,BTI87,Socioeconomic barriers,BTI,Total,Total,Count,4.123,h92669e32,Citizen Engagement,Civil Society Participation,Other,Socioeconomic barriers,,,,,,,,,,,,,,,,,,,,,,
BTI88,BTI88,Stability of Democratic Institutions,BTI,Total,Total,Count,3.07,h4f372f6d,General Governance,General Governance,Other,Stability of Democratic Institutions,,,,,,,,,,,,,,,,,,,,,,
BTI89,BTI89,State identity,BTI,Total,Total,Count,2.05,hcb568298,Trust,Trust in Government,Other,State identity,,,,,,,,,,,,,,,,,,,,,,
BTI9,BTI9,Basic administration,BTI,Total,Total,Count,3.04,hed9121c8,Public Sector Management,Administrative and Policymaking Capacity,Other,Basic administration,,,,,,,,,,,,,,,,,,,,,,
BTI92,BTI92,Steering Capability,BTI,Total,Total,Count,4.494,h468b01aa,Public Sector Management,Administrative and Policymaking Capacity,Other,Steering Capability,,,,,,,,,,,,,,,,,,,,,,
BTI93,BTI93,Structural constraints,BTI,Total,Total,Count,4.499,h70bb4318,Public Sector Management,Administrative and Policymaking Capacity,Other,Structural constraints,,,,,,,,,,,,,,,,,,,,,,
BTI99,BTI99,Welfare Regime,BTI,Total,Total,Count,4.013,h36aefa71,Public Sector Management,Administrative and Policymaking Capacity,Other,Welfare Regime,,,,,,,,,,,,,,,,,,,,,,
CPIA1,CPIA1,CPIA building human resources rating 1low to 6high,CPIA,Total,Total,Count,4.081,h0460f314,Public Sector Management,Personnel Management,Other,CPIA building human resources rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA building human resources rating 1low to 6high,,,,,,,,,,,,,,
CPIA11,CPIA11,CPIA policies for social inclusionequity cluster average 1low to 6high,CPIA,Total,Total,Count,4.453,hd47e45e8,Public Sector Management,Administrative and Policymaking Capacity,Other,CPIA policies for social inclusionequity cluster average 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA policies for social inclusionequity cluster average 1low to 6high,,,,,,,,,,,,,,
CPIA12,CPIA12,CPIA policy and institutions for environmental sustainability rating 1low to 6high,CPIA,Total,Total,Count,4.281000000000001,hc2ec1f42,Public Sector Management,Administrative and Policymaking Capacity,Other,CPIA policy and institutions for environmental sustainability rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA policy and institutions for environmental sustainability rating 1low to 6high,,,,,,,,,,,,,,
CPIA13,CPIA13,CPIA property rights and rulebased governance rating 1low to 6high,CPIA,Total,Total,Count,2.07,h14597ed3,Private Sector Interface,Property Rights,Other,CPIA property rights and rulebased governance rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA property rights and rulebased governance rating 1low to 6high,,,,,,,,,,,,,,
CPIA14,CPIA14,CPIA public sector management and institutions cluster average 1low to 6high,CPIA,Total,Total,Count,2.08,h4fd5259f,Public Sector Management,Personnel Management,Other,CPIA public sector management and institutions cluster average 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA public sector management and institutions cluster average 1low to 6high,,,,,,,,,,,,,,
CPIA15,CPIA15,CPIA quality of budgetary and financial management rating 1low to 6high,CPIA,Total,Total,Count,2.09,h3bc5a851,Public Sector Management,Public Expenditure Management,Other,CPIA quality of budgetary and financial management rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA quality of budgetary and financial management rating 1low to 6high,,,,,,,,,,,,,,
CPIA16,CPIA16,CPIA quality of public administration rating 1low to 6high,CPIA,Total,Total,Count,4.294,h3d4da90b,Public Sector Management,Personnel Management,Other,CPIA quality of public administration rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA quality of public administration rating 1low to 6high,,,,,,,,,,,,,,
CPIA17,CPIA17,CPIA social protection rating 1low to 6high,CPIA,Total,Total,Count,4.355,h054ef3fb,Public Sector Management,Administrative and Policymaking Capacity,Other,CPIA social protection rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA social protection rating 1low to 6high,,,,,,,,,,,,,,
CPIA18,CPIA18,CPIA structural policies cluster average 1low to 6high,CPIA,Total,Total,Count,4.475,hbd945b03,Public Sector Management,Administrative and Policymaking Capacity,Other,CPIA structural policies cluster average 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA structural policies cluster average 1low to 6high,,,,,,,,,,,,,,
CPIA2,CPIA2,CPIA business regulatory environment rating 1low to 6high,CPIA,Total,Total,Count,1.01,h94c08135,Private Sector Interface,Regulation of Entry,Other,CPIA business regulatory environment rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA business regulatory environment rating 1low to 6high,,,,,,,,,,,,,,
CPIA20,CPIA20,CPIA transparency accountability and corruption in the public sector rating 1low to 6high,CPIA,Total,Total,Count,2.01,h89255b2e,Absence of Corruption,Perception,Other,CPIA transparency accountability and corruption in the public sector rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA transparency accountability and corruption in the public sector rating 1low to 6high,,,,,,,,,,,,,,
CPIA4,CPIA4,CPIA economic management cluster average 1low to 6high,CPIA,Total,Total,Count,4.477,h329f27c5,Public Sector Management,Administrative and Policymaking Capacity,Other,CPIA economic management cluster average 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA economic management cluster average 1low to 6high,,,,,,,,,,,,,,
CPIA5,CPIA5,CPIA efficiency of revenue mobilization rating 1low to 6high,CPIA,Total,Total,Count,2.05,h54b5279f,Public Sector Management,Public Expenditure Management,Other,CPIA efficiency of revenue mobilization rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA efficiency of revenue mobilization rating 1low to 6high,,,,,,,,,,,,,,
CPIA6,CPIA6,CPIA equity of public resource use rating 1low to 6high,CPIA,Total,Total,Count,2.06,hed67fb41,Public Sector Management,Public Expenditure Management,Other,CPIA equity of public resource use rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA equity of public resource use rating 1low to 6high,,,,,,,,,,,,,,
CPIA8,CPIA8,CPIA fiscal policy rating 1low to 6high,CPIA,Total,Total,Count,2.07,ha7186738,Public Sector Management,Public Expenditure Management,Other,CPIA fiscal policy rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA fiscal policy rating 1low to 6high,,,,,,,,,,,,,,
CPIA9,CPIA9,CPIA gender equality rating 1low to 6high,CPIA,Total,Total,Count,3.05,hbcad8271,Citizen Engagement,Civil Rights,Other,CPIA gender equality rating 1low to 6high,,,,Investment,FCS Investment Trends,Institutional Resilience,Governance,CPIA gender equality rating 1low to 6high,,,,,,,,,,,,,,
DB1,DB1,Dealing with Construction Permits  Building quality control index 015,DB,Total,Total,Count,4.284,hbe94b59b,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Building quality control index 015,,4.092,hbe94b59b,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Building quality control index 015,,4.208,hbe94b59b,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Building quality control index 015,,,,,,,,
DB2,DB2,Dealing with Construction Permits  Cost % of warehouse value,DB,Total,Total,%,4.3660000000000005,h9c734225,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Cost % of warehouse value,,4.106,h9c734225,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Cost % of warehouse value,,4.051,h9c734225,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Cost % of warehouse value,,,,,,,,
DB3,DB3,Dealing with Construction Permits  Liability and insurance regimes index 02,DB,Total,Total,Count,4.378,hc82f1a58,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Liability and insurance regimes index 02,,4.018,hc82f1a58,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Liability and insurance regimes index 02,,4.024,hc82f1a58,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Liability and insurance regimes index 02,,,,,,,,
DB4,DB4,Dealing with Construction Permits  Procedures number,DB,Total,Total,Count,4.037,hec98a5c7,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Procedures number,,4.05,hec98a5c7,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Procedures number,,4.215,hec98a5c7,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Procedures number,,,,,,,,
DB5,DB5,Dealing with Construction Permits  Professional certifications index 04,DB,Total,Total,Count,4.23,hbdca7a51,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Professional certifications index 04,,4.175,hbdca7a51,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Professional certifications index 04,,4.171,hbdca7a51,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Professional certifications index 04,,,,,,,,
DB6,DB6,Dealing with Construction Permits  Quality control after construction index 03,DB,Total,Total,Count,4.107,hb29c21ba,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Quality control after construction index 03,,4.213,hb29c21ba,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Quality control after construction index 03,,4.079,hb29c21ba,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Quality control after construction index 03,,,,,,,,
DB7,DB7,Dealing with Construction Permits  Quality control before construction index 01,DB,Total,Total,Count,4.199,hdae2348b,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Quality control before construction index 01,,4.115,hdae2348b,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Quality control before construction index 01,,4.025,hdae2348b,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Quality control before construction index 01,,,,,,,,
DB8,DB8,Dealing with Construction Permits  Quality control during construction index 03,DB,Total,Total,Count,4.159,hd10fde45,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Quality control during construction index 03,,4.008,hd10fde45,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Quality control during construction index 03,,4.083,hd10fde45,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Quality control during construction index 03,,,,,,,,
DB9,DB9,Dealing with Construction Permits  Quality of building regulations index 02,DB,Total,Total,Count,4.363,h916f9668,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Quality of building regulations index 02,,4.243,h916f9668,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Quality of building regulations index 02,,4.124,h916f9668,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Quality of building regulations index 02,,,,,,,,
DB10,DB10,Dealing with Construction Permits  Time days,DB,Total,Total,Count,4.084,h7a8627c3,Private Sector Interface,Property Rights,Other,Dealing with Construction Permits  Time days,,4.047,h7a8627c3,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction Permits  Time days,,4.036,h7a8627c3,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction Permits  Time days,,,,,,,,
DB11,DB11,Dealing with Construction PermitsDTF,DB,Total,Total,Count,4.3469999999999995,haed6f41d,Private Sector Interface,Property Rights,Other,Dealing with Construction PermitsDTF,,4.301,haed6f41d,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction PermitsDTF,,4.017,haed6f41d,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction PermitsDTF,,,,,,,,
DB12,DB12,Dealing with Construction PermitsRank,DB,Total,Total,Count,4.128,h9cacb792,Private Sector Interface,Property Rights,Other,Dealing with Construction PermitsRank,,4.357,h9cacb792,Private Sector Interface,Permits and Licenses,Other,Dealing with Construction PermitsRank,,4.165,h9cacb792,Private Sector Interface,Regulation of Entry,Other,Dealing with Construction PermitsRank,,,,,,,,
DB13,DB13,Enforcing Contracts  Cost % of claim,DB,Total,Total,%,4.39,h2d59a6b9,Private Sector Interface,Property Rights,Other,Enforcing Contracts  Cost % of claim,,4.33,h2d59a6b9,Private Sector Interface,Permits and Licenses,Other,Enforcing Contracts  Cost % of claim,,4.136,h2d59a6b9,Private Sector Interface,Regulation of Entry,Other,Enforcing Contracts  Cost % of claim,,,,,,,,
DB14,DB14,Enforcing Contracts  Quality of judicial processes index 018,DB,Total,Total,Count,4.258,hdc161db8,Private Sector Interface,Property Rights,Other,Enforcing Contracts  Quality of judicial processes index 018,,4.056,hdc161db8,Private Sector Interface,Permits and Licenses,Other,Enforcing Contracts  Quality of judicial processes index 018,,4.111,hdc161db8,Private Sector Interface,Regulation of Entry,Other,Enforcing Contracts  Quality of judicial processes index 018,,,,,,,,
DB15,DB15,Enforcing Contracts  Time days,DB,Total,Total,Count,4.103,h70c4c65d,Private Sector Interface,Property Rights,Other,Enforcing Contracts  Time days,,4.01,h70c4c65d,Private Sector Interface,Permits and Licenses,Other,Enforcing Contracts  Time days,,4.102,h70c4c65d,Private Sector Interface,Regulation of Entry,Other,Enforcing Contracts  Time days,,,,,,,,
DB16,DB16,Enforcing ContractsDTF,DB,Total,Total,Count,4.1339999999999995,h01f89f07,Private Sector Interface,Property Rights,Other,Enforcing ContractsDTF,,4.356,h01f89f07,Private Sector Interface,Permits and Licenses,Other,Enforcing ContractsDTF,,4.004,h01f89f07,Private Sector Interface,Regulation of Entry,Other,Enforcing ContractsDTF,,,,,,,,
DB17,DB17,Enforcing ContractsRank,DB,Total,Total,Count,4.398,h8509f9f0,Private Sector Interface,Property Rights,Other,Enforcing ContractsRank,,4.311,h8509f9f0,Private Sector Interface,Permits and Licenses,Other,Enforcing ContractsRank,,4.126,h8509f9f0,Private Sector Interface,Regulation of Entry,Other,Enforcing ContractsRank,,,,,,,,
DB18,DB18,Getting Credit  Credit bureau coverage % of adults,DB,Total,Total,%,4.367,hdcf87304,Private Sector Interface,Property Rights,Other,Getting Credit  Credit bureau coverage % of adults,,4.137,hdcf87304,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Credit bureau coverage % of adults,,4.05,hdcf87304,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Credit bureau coverage % of adults,,,,,,,,
DB19,DB19,Getting Credit  Credit registry coverage % of adults,DB,Total,Total,%,4.185,h2dc7b532,Private Sector Interface,Property Rights,Other,Getting Credit  Credit registry coverage % of adults,,4.194,h2dc7b532,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Credit registry coverage % of adults,,4.354,h2dc7b532,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Credit registry coverage % of adults,,,,,,,,
DB20,DB20,Getting Credit  Depth of credit information index 06 old methodology,DB,Total,Total,Count,4.309,h20931585,Private Sector Interface,Property Rights,Other,Getting Credit  Depth of credit information index 06 old methodology,,4.126,h20931585,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Depth of credit information index 06 old methodology,,4.199,h20931585,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Depth of credit information index 06 old methodology,,,,,,,,
DB21,DB21,Getting Credit  Depth of credit information index 08,DB,Total,Total,Count,4.216,h8410e734,Private Sector Interface,Property Rights,Other,Getting Credit  Depth of credit information index 08,,4.096,h8410e734,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Depth of credit information index 08,,4.135,h8410e734,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Depth of credit information index 08,,,,,,,,
DB22,DB22,Getting Credit  Strength of legal rights index 010 old methodology,DB,Total,Total,Count,4.158,h4ff167c6,Private Sector Interface,Property Rights,Other,Getting Credit  Strength of legal rights index 010 old methodology,,4.138999999999999,h4ff167c6,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Strength of legal rights index 010 old methodology,,4.301,h4ff167c6,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Strength of legal rights index 010 old methodology,,,,,,,,
DB23,DB23,Getting Credit  Strength of legal rights index 012,DB,Total,Total,Count,4.1080000000000005,h32442217,Private Sector Interface,Property Rights,Other,Getting Credit  Strength of legal rights index 012,,4.064,h32442217,Private Sector Interface,Permits and Licenses,Other,Getting Credit  Strength of legal rights index 012,,4.084,h32442217,Private Sector Interface,Regulation of Entry,Other,Getting Credit  Strength of legal rights index 012,,,,,,,,
DB24,DB24,Getting CreditDTF,DB,Total,Total,Count,4.071000000000001,h21ac5542,Private Sector Interface,Property Rights,Other,Getting CreditDTF,,4.031000000000001,h21ac5542,Private Sector Interface,Permits and Licenses,Other,Getting CreditDTF,,4.305,h21ac5542,Private Sector Interface,Regulation of Entry,Other,Getting CreditDTF,,,,,,,,
DB25,DB25,Getting CreditRank,DB,Total,Total,Count,4.0569999999999995,hed1ff847,Private Sector Interface,Property Rights,Other,Getting CreditRank,,4.223,hed1ff847,Private Sector Interface,Permits and Licenses,Other,Getting CreditRank,,4.213,hed1ff847,Private Sector Interface,Regulation of Entry,Other,Getting CreditRank,,,,,,,,
DB26,DB26,Getting Electricity  Communication of tariffs and tariff changes 01,DB,Total,Total,Count,4.2,ha4d04e2c,Private Sector Interface,Property Rights,Other,Getting Electricity  Communication of tariffs and tariff changes 01,,4.163,ha4d04e2c,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Communication of tariffs and tariff changes 01,,4.092,ha4d04e2c,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Communication of tariffs and tariff changes 01,,,,,,,,
DB27,DB27,Getting Electricity  Cost % of income per capita,DB,Total,Total,%,4.127,h86bbed9c,Private Sector Interface,Property Rights,Other,Getting Electricity  Cost % of income per capita,,4.254,h86bbed9c,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Cost % of income per capita,,4.277,h86bbed9c,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Cost % of income per capita,,,,,,,,
DB28,DB28,Getting Electricity  Financial deterrents aimed at limiting outages 01,DB,Total,Total,Count,4.224,hb6adf074,Private Sector Interface,Property Rights,Other,Getting Electricity  Financial deterrents aimed at limiting outages 01,,4.173,hb6adf074,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Financial deterrents aimed at limiting outages 01,,4.286,hb6adf074,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Financial deterrents aimed at limiting outages 01,,,,,,,,
DB29,DB29,Getting Electricity  Mechanisms for monitoring outages 01,DB,Total,Total,Count,4.013,hfb0281d2,Private Sector Interface,Property Rights,Other,Getting Electricity  Mechanisms for monitoring outages 01,,4.044,hfb0281d2,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Mechanisms for monitoring outages 01,,4.323,hfb0281d2,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Mechanisms for monitoring outages 01,,,,,,,,
DB30,DB30,Getting Electricity  Mechanisms for restoring service 01,DB,Total,Total,Count,4.061,h91202b5e,Private Sector Interface,Property Rights,Other,Getting Electricity  Mechanisms for restoring service 01,,4.289,h91202b5e,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Mechanisms for restoring service 01,,4.299,h91202b5e,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Mechanisms for restoring service 01,,,,,,,,
DB31,DB31,Getting Electricity  Price of electricity US cents per kWh,DB,Total,Total,Count,4.154,h6a4b92bb,Private Sector Interface,Property Rights,Other,Getting Electricity  Price of electricity US cents per kWh,,4.141,h6a4b92bb,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Price of electricity US cents per kWh,,4.209,h6a4b92bb,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Price of electricity US cents per kWh,,,,,,,,
DB32,DB32,Getting Electricity  Procedures number,DB,Total,Total,Count,4.353,h5b44a397,Private Sector Interface,Property Rights,Other,Getting Electricity  Procedures number,,4.007,h5b44a397,Private Sector Interface,Permits and Licenses,Other,Getting Electricity  Procedures number,,4.275,h5b44a397,Private Sector Interface,Regulation of Entry,Other,Getting Electricity  Procedures number,,,,,,,,
